name,path,type,status,version,value_tag
BLOCK_08_SUMMARY.md,/Users/warre/Omega/oplas/BLOCK_08_SUMMARY.md,spec,unknown,N/A,high-value
src,/Users/warre/Omega/oplas/src,directory,unknown,rc,high-value
domains,/Users/warre/Omega/oplas/src/domains,directory,unknown,rc,high-value
core,/Users/warre/Omega/oplas/src/core,directory,unknown,rc,high-value
contracts,/Users/warre/Omega/oplas/src/contracts,directory,unknown,rc,high-value
storage,/Users/warre/Omega/oplas/src/storage,directory,unknown,rc,high-value
harness,/Users/warre/Omega/oplas/src/harness,directory,unknown,rc,high-value
model,/Users/warre/Omega/oplas/src/model,directory,unknown,rc,high-value
verifier,/Users/warre/Omega/oplas/src/verifier,directory,unknown,rc,high-value
executor,/Users/warre/Omega/oplas/src/executor,directory,unknown,rc,high-value
enumerator,/Users/warre/Omega/oplas/src/enumerator,directory,unknown,rc,high-value
dsl,/Users/warre/Omega/oplas/src/dsl,directory,unknown,rc,high-value
orchestrator,/Users/warre/Omega/oplas/src/orchestrator,directory,unknown,rc,high-value
vault,/Users/warre/Omega/oplas/src/vault,directory,unknown,rc,high-value
BLOCK_05_SUMMARY.md,/Users/warre/Omega/oplas/BLOCK_05_SUMMARY.md,spec,unknown,N/A,high-value
shared-reality-site,/Users/warre/Omega/shared-reality-site,directory,unknown,N/A,high-value
postcss.config.mjs,/Users/warre/Omega/shared-reality-site/postcss.config.mjs,code-javascript,unknown,N/A,high-value
next-env.d.ts,/Users/warre/Omega/shared-reality-site/next-env.d.ts,code-typescript,unknown,N/A,high-value
README.md,/Users/warre/Omega/shared-reality-site/README.md,spec,unknown,N/A,high-value
public,/Users/warre/Omega/shared-reality-site/public,directory,unknown,N/A,high-value
file.svg,/Users/warre/Omega/shared-reality-site/public/file.svg,media,unknown,N/A,high-value
shared-reality,/Users/warre/Omega/shared-reality-site/public/shared-reality,directory,unknown,N/A,high-value
vercel.svg,/Users/warre/Omega/shared-reality-site/public/vercel.svg,media,unknown,rc,high-value
next.svg,/Users/warre/Omega/shared-reality-site/public/next.svg,media,unknown,N/A,high-value
globe.svg,/Users/warre/Omega/shared-reality-site/public/globe.svg,media,unknown,N/A,high-value
window.svg,/Users/warre/Omega/shared-reality-site/public/window.svg,media,unknown,N/A,high-value
package-lock.json,/Users/warre/Omega/shared-reality-site/package-lock.json,spec,unknown,N/A,high-value
package.json,/Users/warre/Omega/shared-reality-site/package.json,spec,unknown,N/A,high-value
scripts,/Users/warre/Omega/shared-reality-site/scripts,directory,unknown,N/A,high-value
dev-clean.mjs,/Users/warre/Omega/shared-reality-site/scripts/dev-clean.mjs,code-javascript,unknown,dev,high-value
tsconfig.json,/Users/warre/Omega/shared-reality-site/tsconfig.json,spec,unknown,N/A,high-value
OPS,/Users/warre/Omega/shared-reality-site/OPS,directory,unknown,N/A,high-value
next.config.ts.bak,/Users/warre/Omega/shared-reality-site/next.config.ts.bak,miscellaneous,unknown,N/A,high-value
package.json.bak,/Users/warre/Omega/shared-reality-site/package.json.bak,miscellaneous,unknown,N/A,high-value
eslint.config.mjs,/Users/warre/Omega/shared-reality-site/eslint.config.mjs,code-javascript,unknown,N/A,high-value
next.config.ts,/Users/warre/Omega/shared-reality-site/next.config.ts,code-typescript,unknown,N/A,high-value
src,/Users/warre/Omega/shared-reality-site/src,directory,unknown,rc,high-value
app,/Users/warre/Omega/shared-reality-site/src/app,directory,unknown,rc,high-value
content,/Users/warre/Omega/shared-reality-site/src/content,directory,unknown,rc,high-value
components,/Users/warre/Omega/shared-reality-site/src/components,directory,unknown,rc,high-value
lib,/Users/warre/Omega/shared-reality-site/src/lib,directory,unknown,rc,high-value
audit_script.py,/Users/warre/Omega/audit_script.py,code-python,unknown,N/A,high-value
spine,/Users/warre/Omega/spine,directory,unknown,N/A,high-value
kernels,/Users/warre/Omega/spine/kernels,directory,unknown,N/A,high-value
ARCHITECTURE.md,/Users/warre/Omega/spine/kernels/ARCHITECTURE.md,spec,unknown,rc,high-value
core,/Users/warre/Omega/spine/kernels/core,directory,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/kernels/README.md,spec,unknown,N/A,high-value
adapters,/Users/warre/Omega/spine/kernels/adapters,directory,unknown,N/A,high-value
dev,/Users/warre/Omega/spine/kernels/dev,directory,unknown,dev,high-value
surfaces,/Users/warre/Omega/spine/kernels/surfaces,directory,unknown,N/A,high-value
gates,/Users/warre/Omega/spine/gates,directory,unknown,N/A,high-value
GateRegistry.ts,/Users/warre/Omega/spine/gates/GateRegistry.ts,code-typescript,unknown,N/A,high-value
GateTypes.ts,/Users/warre/Omega/spine/gates/GateTypes.ts,code-typescript,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/gates/README.md,spec,unknown,N/A,high-value
packs,/Users/warre/Omega/spine/gates/packs,directory,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/gates/__tests__,directory,unknown,N/A,high-value
GateEngine.ts,/Users/warre/Omega/spine/gates/GateEngine.ts,code-typescript,unknown,N/A,high-value
artifacts,/Users/warre/Omega/spine/artifacts,directory,unknown,N/A,high-value
ArtifactTypes.ts,/Users/warre/Omega/spine/artifacts/ArtifactTypes.ts,code-typescript,unknown,N/A,high-value
Hashing.ts,/Users/warre/Omega/spine/artifacts/Hashing.ts,code-typescript,unknown,N/A,high-value
InMemoryArtifactVault.ts,/Users/warre/Omega/spine/artifacts/InMemoryArtifactVault.ts,code-typescript,unknown,N/A,high-value
kinds,/Users/warre/Omega/spine/artifacts/kinds,directory,unknown,N/A,high-value
ArtifactVerifier.ts,/Users/warre/Omega/spine/artifacts/ArtifactVerifier.ts,code-typescript,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/artifacts/README.md,spec,unknown,N/A,high-value
ArtifactBounds.ts,/Users/warre/Omega/spine/artifacts/ArtifactBounds.ts,code-typescript,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/artifacts/__tests__,directory,unknown,N/A,high-value
FsArtifactVault.ts,/Users/warre/Omega/spine/artifacts/FsArtifactVault.ts,code-typescript,unknown,N/A,high-value
IArtifactVault.ts,/Users/warre/Omega/spine/artifacts/IArtifactVault.ts,code-typescript,unknown,N/A,high-value
ArtifactVault.ts,/Users/warre/Omega/spine/artifacts/ArtifactVault.ts,code-typescript,unknown,N/A,high-value
Redaction.ts,/Users/warre/Omega/spine/artifacts/Redaction.ts,code-typescript,unknown,N/A,high-value
llm,/Users/warre/Omega/spine/llm,directory,unknown,N/A,high-value
gemini,/Users/warre/Omega/spine/llm/gemini,directory,unknown,N/A,high-value
modes,/Users/warre/Omega/spine/llm/modes,directory,unknown,N/A,high-value
config,/Users/warre/Omega/spine/llm/config,directory,unknown,N/A,high-value
LLMOutputBounds.ts,/Users/warre/Omega/spine/llm/LLMOutputBounds.ts,code-typescript,unknown,N/A,high-value
LLMRouter.ts,/Users/warre/Omega/spine/llm/LLMRouter.ts,code-typescript,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/llm/README.md,spec,unknown,N/A,high-value
LLMContracts.ts,/Users/warre/Omega/spine/llm/LLMContracts.ts,code-typescript,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/llm/__tests__,directory,unknown,N/A,high-value
prompts,/Users/warre/Omega/spine/llm/prompts,directory,unknown,N/A,high-value
omega,/Users/warre/Omega/spine/llm/omega,directory,unknown,N/A,high-value
openai,/Users/warre/Omega/spine/llm/openai,directory,unknown,N/A,high-value
PROJECT_STRUCTURE.md,/Users/warre/Omega/spine/PROJECT_STRUCTURE.md,spec,unknown,N/A,high-value
faults,/Users/warre/Omega/spine/faults,directory,unknown,N/A,high-value
fault_models.ts,/Users/warre/Omega/spine/faults/fault_models.ts,code-typescript,unknown,N/A,high-value
OMEGA_README.md,/Users/warre/Omega/spine/OMEGA_README.md,spec,unknown,N/A,high-value
specs,/Users/warre/Omega/spine/specs,directory,unknown,N/A,high-value
SpecAdapter.ts,/Users/warre/Omega/spine/specs/SpecAdapter.ts,code-typescript,unknown,N/A,high-value
SpecKernelRunner.ts,/Users/warre/Omega/spine/specs/SpecKernelRunner.ts,code-typescript,unknown,N/A,high-value
KernelSpecCompiler.ts,/Users/warre/Omega/spine/specs/KernelSpecCompiler.ts,code-typescript,unknown,N/A,high-value
library,/Users/warre/Omega/spine/specs/library,directory,unknown,N/A,high-value
SpecValidator.ts,/Users/warre/Omega/spine/specs/SpecValidator.ts,code-typescript,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/specs/__tests__,directory,unknown,N/A,high-value
SpecTypes.ts,/Users/warre/Omega/spine/specs/SpecTypes.ts,code-typescript,unknown,N/A,high-value
learning,/Users/warre/Omega/spine/learning,directory,unknown,N/A,high-value
contracts,/Users/warre/Omega/spine/learning/contracts,directory,unknown,N/A,high-value
platform,/Users/warre/Omega/spine/learning/platform,directory,unknown,N/A,high-value
contracts,/Users/warre/Omega/spine/contracts,directory,unknown,N/A,high-value
28_scope_boundary_contract.md,/Users/warre/Omega/spine/contracts/28_scope_boundary_contract.md,spec,unknown,N/A,high-value
65_cognitive_twin_authoring_contract.md,/Users/warre/Omega/spine/contracts/65_cognitive_twin_authoring_contract.md,spec,unknown,N/A,high-value
45_human_override_and_emergency_stop_contract.md,/Users/warre/Omega/spine/contracts/45_human_override_and_emergency_stop_contract.md,spec,unknown,N/A,high-value
59_synthetic_data_authoring_contract.md,/Users/warre/Omega/spine/contracts/59_synthetic_data_authoring_contract.md,spec,unknown,N/A,high-value
OrchestratorContracts.ts,/Users/warre/Omega/spine/contracts/OrchestratorContracts.ts,code-typescript,unknown,rc,high-value
58_simulation_authoring_contract.md,/Users/warre/Omega/spine/contracts/58_simulation_authoring_contract.md,spec,unknown,N/A,high-value
32_model_routing_and_orchestration_contract.md,/Users/warre/Omega/spine/contracts/32_model_routing_and_orchestration_contract.md,spec,unknown,rc,high-value
36_system_update_transparency_contract.md,/Users/warre/Omega/spine/contracts/36_system_update_transparency_contract.md,spec,unknown,N/A,high-value
41_learning_engagement_contract.md,/Users/warre/Omega/spine/contracts/41_learning_engagement_contract.md,spec,unknown,N/A,high-value
44_model_routing_and_cost_discipline_contract.md,/Users/warre/Omega/spine/contracts/44_model_routing_and_cost_discipline_contract.md,spec,unknown,N/A,high-value
25_research_ingestion_contract.md,/Users/warre/Omega/spine/contracts/25_research_ingestion_contract.md,spec,unknown,rc,high-value
63_layer4_cgi_boundary_contract.md,/Users/warre/Omega/spine/contracts/63_layer4_cgi_boundary_contract.md,spec,unknown,N/A,high-value
49_decision_reversibility_contract.md,/Users/warre/Omega/spine/contracts/49_decision_reversibility_contract.md,spec,unknown,N/A,high-value
GateContracts.ts,/Users/warre/Omega/spine/contracts/GateContracts.ts,code-typescript,unknown,N/A,high-value
ThoughtObjectContracts.ts,/Users/warre/Omega/spine/contracts/ThoughtObjectContracts.ts,code-typescript,unknown,N/A,high-value
37_capability_sourcing_contract.md,/Users/warre/Omega/spine/contracts/37_capability_sourcing_contract.md,spec,unknown,rc,high-value
50_output_integrity_contract.md,/Users/warre/Omega/spine/contracts/50_output_integrity_contract.md,spec,unknown,N/A,high-value
52_data_retention_and_deletion_contract.md,/Users/warre/Omega/spine/contracts/52_data_retention_and_deletion_contract.md,spec,unknown,N/A,high-value
60_simulation_authoring_contract.md,/Users/warre/Omega/spine/contracts/60_simulation_authoring_contract.md,spec,unknown,N/A,high-value
54_local_execution_and_bulk_generation_contract.md,/Users/warre/Omega/spine/contracts/54_local_execution_and_bulk_generation_contract.md,spec,unknown,N/A,high-value
42_learning_delivery_surfaces_contract.md,/Users/warre/Omega/spine/contracts/42_learning_delivery_surfaces_contract.md,spec,unknown,N/A,high-value
38_execution_routing_contract.md,/Users/warre/Omega/spine/contracts/38_execution_routing_contract.md,spec,unknown,N/A,high-value
34_model_routing_and_cost_discipline_contract.md,/Users/warre/Omega/spine/contracts/34_model_routing_and_cost_discipline_contract.md,spec,unknown,N/A,high-value
63_synthetic_data_authoring_contract.md,/Users/warre/Omega/spine/contracts/63_synthetic_data_authoring_contract.md,spec,unknown,N/A,high-value
56_audit_and_provenance_contract.md,/Users/warre/Omega/spine/contracts/56_audit_and_provenance_contract.md,spec,unknown,N/A,high-value
62_simulation_authoring_contract.md,/Users/warre/Omega/spine/contracts/62_simulation_authoring_contract.md,spec,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/contracts/README.md,spec,unknown,N/A,high-value
47_decision_traceability_contract.md,/Users/warre/Omega/spine/contracts/47_decision_traceability_contract.md,spec,unknown,N/A,high-value
PolicyContracts.ts,/Users/warre/Omega/spine/contracts/PolicyContracts.ts,code-typescript,unknown,N/A,high-value
61_synthetic_data_authoring_contract.md,/Users/warre/Omega/spine/contracts/61_synthetic_data_authoring_contract.md,spec,unknown,N/A,high-value
53_compute_budget_and_cost_control_contract.md,/Users/warre/Omega/spine/contracts/53_compute_budget_and_cost_control_contract.md,spec,unknown,N/A,high-value
46_state_persistence_and_reproducibility_contract.md,/Users/warre/Omega/spine/contracts/46_state_persistence_and_reproducibility_contract.md,spec,unknown,N/A,high-value
30_model_and_agent_routing_contract.md,/Users/warre/Omega/spine/contracts/30_model_and_agent_routing_contract.md,spec,unknown,N/A,high-value
66_simulation_authoring_contract.md,/Users/warre/Omega/spine/contracts/66_simulation_authoring_contract.md,spec,unknown,N/A,high-value
67_synthetic_data_authoring_contract.md,/Users/warre/Omega/spine/contracts/67_synthetic_data_authoring_contract.md,spec,unknown,N/A,high-value
35_learning_experience_delivery_contract.md,/Users/warre/Omega/spine/contracts/35_learning_experience_delivery_contract.md,spec,unknown,N/A,high-value
57_model_routing_and_cost_discipline_contract.md,/Users/warre/Omega/spine/contracts/57_model_routing_and_cost_discipline_contract.md,spec,unknown,N/A,high-value
VisibilityContracts.ts,/Users/warre/Omega/spine/contracts/VisibilityContracts.ts,code-typescript,unknown,N/A,high-value
55_release_readiness_and_public_exposure_contract.md,/Users/warre/Omega/spine/contracts/55_release_readiness_and_public_exposure_contract.md,spec,unknown,N/A,high-value
43_research_to_learning_separation_contract.md,/Users/warre/Omega/spine/contracts/43_research_to_learning_separation_contract.md,spec,unknown,rc,high-value
64_digital_twin_authoring_contract.md,/Users/warre/Omega/spine/contracts/64_digital_twin_authoring_contract.md,spec,unknown,N/A,high-value
KernelContracts.ts,/Users/warre/Omega/spine/contracts/KernelContracts.ts,code-typescript,unknown,N/A,high-value
40_learning_delivery_surfaces_contract.md,/Users/warre/Omega/spine/contracts/40_learning_delivery_surfaces_contract.md,spec,unknown,N/A,high-value
ContractVersion.ts,/Users/warre/Omega/spine/contracts/ContractVersion.ts,code-typescript,unknown,N/A,high-value
31_local_compute_and_bulk_generation_contract.md,/Users/warre/Omega/spine/contracts/31_local_compute_and_bulk_generation_contract.md,spec,unknown,N/A,high-value
51_release_gate_contract.md,/Users/warre/Omega/spine/contracts/51_release_gate_contract.md,spec,unknown,N/A,high-value
39_learning_generation_contract.md,/Users/warre/Omega/spine/contracts/39_learning_generation_contract.md,spec,unknown,N/A,high-value
29_learning_loop_contract.md,/Users/warre/Omega/spine/contracts/29_learning_loop_contract.md,spec,unknown,N/A,high-value
ContractGuards.ts,/Users/warre/Omega/spine/contracts/ContractGuards.ts,code-typescript,unknown,N/A,high-value
spine_contract.md,/Users/warre/Omega/spine/contracts/spine_contract.md,spec,unknown,N/A,high-value
ArtifactContracts.ts,/Users/warre/Omega/spine/contracts/ArtifactContracts.ts,code-typescript,unknown,N/A,high-value
27_alignment_drift_contract.md,/Users/warre/Omega/spine/contracts/27_alignment_drift_contract.md,spec,unknown,N/A,high-value
26_learning_loop_contract.md,/Users/warre/Omega/spine/contracts/26_learning_loop_contract.md,spec,unknown,N/A,high-value
ClaimContracts.ts,/Users/warre/Omega/spine/contracts/ClaimContracts.ts,code-typescript,unknown,N/A,high-value
48_output_separation_contract.md,/Users/warre/Omega/spine/contracts/48_output_separation_contract.md,spec,unknown,N/A,high-value
_archive_unnumbered,/Users/warre/Omega/spine/contracts/_archive_unnumbered,directory,unknown,rc,high-value
33_learning_experience_and_feedback_contract.md,/Users/warre/Omega/spine/contracts/33_learning_experience_and_feedback_contract.md,spec,unknown,N/A,high-value
OMEGA_CAPABILITY_LEDGER.md,/Users/warre/Omega/spine/OMEGA_CAPABILITY_LEDGER.md,spec,unknown,N/A,high-value
CONTRACT.md,/Users/warre/Omega/spine/CONTRACT.md,spec,unknown,N/A,high-value
OMEGA_SYSTEM_SUMMARY.md,/Users/warre/Omega/spine/OMEGA_SYSTEM_SUMMARY.md,spec,unknown,N/A,high-value
policies,/Users/warre/Omega/spine/policies,directory,unknown,N/A,high-value
PolicyPackTypes.ts,/Users/warre/Omega/spine/policies/PolicyPackTypes.ts,code-typescript,unknown,N/A,high-value
applyPolicyPack.ts,/Users/warre/Omega/spine/policies/applyPolicyPack.ts,code-typescript,unknown,N/A,high-value
PolicyPackRegistry.ts,/Users/warre/Omega/spine/policies/PolicyPackRegistry.ts,code-typescript,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/policies/README.md,spec,unknown,N/A,high-value
packs,/Users/warre/Omega/spine/policies/packs,directory,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/policies/__tests__,directory,unknown,N/A,high-value
decisions,/Users/warre/Omega/spine/decisions,directory,unknown,N/A,high-value
canon,/Users/warre/Omega/spine/canon,directory,unknown,N/A,high-value
routers,/Users/warre/Omega/spine/canon/routers,directory,unknown,N/A,high-value
programme,/Users/warre/Omega/spine/canon/programme,directory,unknown,N/A,high-value
docs,/Users/warre/Omega/spine/canon/docs,directory,unknown,N/A,high-value
exports,/Users/warre/Omega/spine/canon/exports,directory,unknown,N/A,high-value
_incoming,/Users/warre/Omega/spine/canon/_incoming,directory,unknown,N/A,high-value
prompts,/Users/warre/Omega/spine/canon/prompts,directory,unknown,N/A,high-value
templates,/Users/warre/Omega/spine/canon/templates,directory,unknown,N/A,high-value
ops,/Users/warre/Omega/spine/canon/ops,directory,unknown,N/A,high-value
_staging_moves.sh,/Users/warre/Omega/spine/canon/_staging_moves.sh,miscellaneous,unknown,N/A,high-value
demos,/Users/warre/Omega/spine/canon/demos,directory,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/README.md,spec,unknown,N/A,high-value
OMEGA_FREEZE_LINE.md,/Users/warre/Omega/spine/OMEGA_FREEZE_LINE.md,spec,unknown,N/A,high-value
edge_watch,/Users/warre/Omega/spine/edge_watch,directory,unknown,N/A,high-value
__init__.py,/Users/warre/Omega/spine/edge_watch/__init__.py,code-python,unknown,N/A,high-value
README.md,/Users/warre/Omega/spine/edge_watch/README.md,spec,unknown,N/A,high-value
run_edge_watch.py,/Users/warre/Omega/spine/edge_watch/run_edge_watch.py,code-python,unknown,N/A,high-value
EDGE_WATCH_CONTRACT.md,/Users/warre/Omega/spine/edge_watch/EDGE_WATCH_CONTRACT.md,spec,unknown,N/A,high-value
watchers,/Users/warre/Omega/spine/edge_watch/watchers,directory,unknown,N/A,high-value
reports,/Users/warre/Omega/spine/edge_watch/reports,directory,unknown,N/A,high-value
common,/Users/warre/Omega/spine/common,directory,unknown,N/A,high-value
index.md,/Users/warre/Omega/spine/index.md,spec,unknown,N/A,high-value
change_logs,/Users/warre/Omega/spine/change_logs,directory,unknown,N/A,high-value
expressions,/Users/warre/Omega/spine/expressions,directory,unknown,pre,high-value
test_third_expression_triage_gate.py,/Users/warre/Omega/spine/expressions/test_third_expression_triage_gate.py,code-python,unknown,pre,high-value
test_sixth_expression_spine_orchestrator.py,/Users/warre/Omega/spine/expressions/test_sixth_expression_spine_orchestrator.py,code-python,unknown,pre,high-value
test_second_expression_bounded_choice_policy.py,/Users/warre/Omega/spine/expressions/test_second_expression_bounded_choice_policy.py,code-python,unknown,pre,high-value
fifth_expression_decision_trace_builder.py,/Users/warre/Omega/spine/expressions/fifth_expression_decision_trace_builder.py,code-python,unknown,pre,high-value
test_fourth_expression_action_schema_gate.py,/Users/warre/Omega/spine/expressions/test_fourth_expression_action_schema_gate.py,code-python,unknown,pre,high-value
SPINE_ANALYSIS.md,/Users/warre/Omega/spine/expressions/SPINE_ANALYSIS.md,spec,unknown,pre,high-value
LAYER4_LOCKED.md,/Users/warre/Omega/spine/expressions/LAYER4_LOCKED.md,spec,unknown,pre,high-value
SPINE_CALLER_CONTRACT.md,/Users/warre/Omega/spine/expressions/SPINE_CALLER_CONTRACT.md,spec,unknown,pre,high-value
sixth_expression_spine_orchestrator.py,/Users/warre/Omega/spine/expressions/sixth_expression_spine_orchestrator.py,code-python,unknown,pre,high-value
test_layer4_spine_entrypoint.py,/Users/warre/Omega/spine/expressions/test_layer4_spine_entrypoint.py,code-python,unknown,pre,high-value
second_expression_bounded_choice_policy.py,/Users/warre/Omega/spine/expressions/second_expression_bounded_choice_policy.py,code-python,unknown,pre,high-value
test_fifth_expression_decision_trace_builder.py,/Users/warre/Omega/spine/expressions/test_fifth_expression_decision_trace_builder.py,code-python,unknown,pre,high-value
eighth_expression_protocol_graph_observation_adapter.py,/Users/warre/Omega/spine/expressions/eighth_expression_protocol_graph_observation_adapter.py,code-python,unknown,pre,high-value
run_all_expression_tests.py,/Users/warre/Omega/spine/expressions/run_all_expression_tests.py,code-python,unknown,pre,high-value
seventh_expression_protocol_graph_validator.py,/Users/warre/Omega/spine/expressions/seventh_expression_protocol_graph_validator.py,code-python,unknown,pre,high-value
PROTOCOL_GRAPH_V0.1_SPEC.md,/Users/warre/Omega/spine/expressions/PROTOCOL_GRAPH_V0.1_SPEC.md,spec,unknown,0.1,high-value
CURRENT_STATE_SUMMARY.md,/Users/warre/Omega/spine/expressions/CURRENT_STATE_SUMMARY.md,spec,unknown,pre,high-value
third_expression_triage_gate.py,/Users/warre/Omega/spine/expressions/third_expression_triage_gate.py,code-python,unknown,pre,high-value
test_eighth_expression_protocol_graph_observation_adapter.py,/Users/warre/Omega/spine/expressions/test_eighth_expression_protocol_graph_observation_adapter.py,code-python,unknown,pre,high-value
LAYER4_COMPLETION_CHECKLIST.md,/Users/warre/Omega/spine/expressions/LAYER4_COMPLETION_CHECKLIST.md,spec,unknown,pre,high-value
test_seventh_expression_protocol_graph_validator.py,/Users/warre/Omega/spine/expressions/test_seventh_expression_protocol_graph_validator.py,code-python,unknown,pre,high-value
first_expression_decision_policy.py,/Users/warre/Omega/spine/expressions/first_expression_decision_policy.py,code-python,unknown,pre,high-value
spine_payload_builder.py,/Users/warre/Omega/spine/expressions/spine_payload_builder.py,code-python,unknown,pre,high-value
fourth_expression_action_schema_gate.py,/Users/warre/Omega/spine/expressions/fourth_expression_action_schema_gate.py,code-python,unknown,pre,high-value
spine_entrypoint.py,/Users/warre/Omega/spine/expressions/spine_entrypoint.py,code-python,unknown,pre,high-value
test_first_expression_decision_policy.py,/Users/warre/Omega/spine/expressions/test_first_expression_decision_policy.py,code-python,unknown,pre,high-value
scenarios,/Users/warre/Omega/spine/scenarios,directory,unknown,N/A,high-value
OMEGA_MODE_GUIDE.md,/Users/warre/Omega/spine/OMEGA_MODE_GUIDE.md,spec,unknown,N/A,high-value
glossary,/Users/warre/Omega/spine/glossary,directory,unknown,N/A,high-value
verifier,/Users/warre/Omega/spine/verifier,directory,unknown,N/A,high-value
ReplayVerifierTypes.ts,/Users/warre/Omega/spine/verifier/ReplayVerifierTypes.ts,code-typescript,unknown,N/A,high-value
ReplayVerifier.ts,/Users/warre/Omega/spine/verifier/ReplayVerifier.ts,code-typescript,unknown,N/A,high-value
__tests__,/Users/warre/Omega/spine/verifier/__tests__,directory,unknown,N/A,high-value
principles,/Users/warre/Omega/spine/principles,directory,unknown,N/A,high-value
revisions,/Users/warre/Omega/spine/revisions,directory,unknown,N/A,high-value
regression,/Users/warre/Omega/spine/regression,directory,unknown,N/A,high-value
ReportWriters.ts,/Users/warre/Omega/spine/regression/ReportWriters.ts,code-typescript,unknown,N/A,high-value
DiffEngine.ts,/Users/warre/Omega/spine/regression/DiffEngine.ts,code-typescript,unknown,N/A,high-value
GoldenCapture.ts,/Users/warre/Omega/spine/regression/GoldenCapture.ts,code-typescript,unknown,old,high-value
golden,/Users/warre/Omega/spine/regression/golden,directory,unknown,old,high-value
